game_day,club,step_number,total_steps,difficulty,nationality,pool_size,sample_players,valid_players
153,Ajax,1,4,Easy,Netherlands,118,"[""Johan Cruyff"", ""Frenkie de Jong"", ""Daley Blind""]","[""Johan Cruyff"", ""Frenkie de Jong"", ""Daley Blind"", ""Matthijs de Ligt"", ""Ryan Gravenberch"", ""Frank de Boer"", ""Maarten Stekelenburg"", ""Jaap Stam"", ""Ronald de Boer"", ""Klaas-Jan Huntelaar"", ""Ronald Koeman"", ""Patrick Kluivert"", ""Donny van de Beek"", ""Kenneth Vermeer"", ""Wesley Sneijder"", ""Rafael van der Vaart"", ""Clarence Seedorf"", ""Frank Rijkaard"", ""Jurriën Timber"", ""Marco van Basten"", ""Ryan Babel"", ""Gregory van der Wiel"", ""Andy van der Meyde"", ""Davy Klaassen"", ""Nigel de Jong"", ""Johnny Heitinga"", ""Edwin van der Sar"", ""Marc Overmars"", ""Dennis Bergkamp"", ""Edgar Davids"", ""Jasper Cillessen"", ""Wout Weghorst"", ""Steven Bergwijn"", ""Steven Berghuis"", ""Brian Brobbey"", ""Justin Kluivert"", ""Jorrel Hato"", ""Noa Lang"", ""Joël Veltman"", ""Mitchel Bakker"", ""Kenneth Taylor"", ""Jurgen Ekkelenkamp"", ""Kenny Tete"", ""Owen Wijndal"", ""Perr Schuurs"", ""Quincy Promes"", ""Dani de Wit"", ""Youri Regeer"", ""Youri Baas"", ""Azor Matusiwa"", ""Mike van der Hoorn"", ""Kaj Sierhuis"", ""Devyne Rensch"", ""Daley Sinkgraven"", ""Branco van den Boomen"", ""Mickey van der Hart"", ""Aaron Bouwman"", ""Anwar El Ghazi"", ""Jaïro Riedewald"", ""Julian Rijkhoff"", ""Sean Steur"", ""Siem de Jong"", ""Tim Krul"", ""Kian Fitz-Jim"", ""Dies Janse"", ""Jinairo Johnson"", ""Kjell Scherpen"", ""Denny Landzaat"", ""Carel Eiting"", ""Mitchell Dijks"", ""Queensy Menig"", ""Demy de Zeeuw"", ""Nick Viergever"", ""Theo Janssen"", ""Silvano Vos"", ""Deyovaisio Zeefuik"", ""Jan-Arie van der Heijden"", ""Gerald Alders"", ""Ricardo van Rhijn"", ""Kik Pierie"", ""Jay Gorter"", ""Ricardo Kishna"", ""Don-Angelo Konadu"", ""Derk Boerrigter"", ""Remko Pasveer"", ""Pelle Clement"", ""Tristan Gooijer"", ""Pharell Nash"", ""Lerin Duarte"", ""Rob Wielaert"", ""Abdelhak Nouri"", ""Dennis Gentenaar"", ""Robbert Schilder"", ""Danny Hoesen"", ""Olivier Aertssen"", ""Amourricho van Axel Dongen"", ""Benjamin van Leer"", ""Cedric van der Gun"", ""Dico Koppers"", ""Jaydon Banel"", ""Joeri Heerkens"", ""Sander Boschker"", ""Diederik Boer"", ""Ronald Graafland"", ""Ruben Ligeon"", ""Jeroen Verhoeven"", ""Donovan Slijngard"", ""Mitchell Piqué"", ""Norbert Alblas"", ""Dave van den Bergh"", ""André Ooijer"", ""John Heitinga"", ""Dennis Schulp"", ""Milan Berck Beelenkamp"", ""Olaf Lindenbergh"", ""Gerald Sibon"", ""Ruud Kras"", ""Michael Timisela""]"
153,Ajax,2,4,Medium,Nigeria,5,"[""Tijani Babangida"", ""Sunday Oliseh"", ""Finidi George""]","[""Tijani Babangida"", ""Sunday Oliseh"", ""Finidi George"", ""Nwankwo Kanu"", ""Calvin Bassey""]"
153,Ajax,3,4,Hard,England,3,"[""Jordan Henderson"", ""Chuba Akpom"", ""James McConnell""]","[""Jordan Henderson"", ""Chuba Akpom"", ""James McConnell""]"
153,Ajax,4,4,The Unicorn,Uruguay,1,"[""Luis Suárez""]","[""Luis Suárez""]"
154,Benfica,1,4,Easy,Brazil,62,"[""Ederson"", ""David Luiz"", ""Júlio César""]","[""Ederson"", ""David Luiz"", ""Júlio César"", ""Jonas"", ""Aldair"", ""Derlei"", ""Luisão"", ""Everton"", ""Luiz Gustavo"", ""David Neres"", ""Gabriel Barbosa"", ""Anderson"", ""Pedrinho"", ""Ramires"", ""Talisca"", ""Marcos Leonardo"", ""Danilo Barbosa"", ""Carlos Vinícius"", ""Arthur Cabral"", ""Morato"", ""Gabriel Pires"", ""Keirrison"", ""Lima"", ""Lucas Veríssimo"", ""Sidnei"", ""Gilberto"", ""Guilherme Siqueira"", ""João Victor"", ""Patric"", ""Douglas"", ""Bruno César"", ""Marçal"", ""Jardel"", ""Diego Souza"", ""Helton Leite"", ""Artur Moraes"", ""Jaílson"", ""Gustavo Marques"", ""Valdo"", ""Derley"", ""Alan Kardec"", ""Patrick"", ""Diego Lopes"", ""Everson"", ""Léo"", ""César Martins"", ""Bruno Cortez"", ""Rodrigo Pinho"", ""Filipe Augusto"", ""Djavan"", ""André Luis"", ""Victor Andrade"", ""Léo Natel"", ""Leandro Silva"", ""Marcelo Hermes"", ""Marcel"", ""Geovanni"", ""Edcarlos"", ""Fellipe Bastos"", ""Émerson Conceição"", ""Élvis"", ""Éder Luís""]"
154,Benfica,2,4,Medium,Italy,4,"[""Andrea Belotti"", ""Bryan Cristante"", ""Cher Ndour""]","[""Andrea Belotti"", ""Bryan Cristante"", ""Cher Ndour"", ""Fabrizio Miccoli""]"
154,Benfica,3,4,Hard,Guinea-Bissau,1,"[""Alfa Semedo""]","[""Alfa Semedo""]"
154,Benfica,4,4,The Unicorn,Burkina Faso,1,"[""Issa Kaboré""]","[""Issa Kaboré""]"
155,Galatasaray,1,4,Easy,France,8,"[""Franck Ribéry"", ""Tanguy Ndombélé"", ""Steven Nzonzi""]","[""Franck Ribéry"", ""Tanguy Ndombélé"", ""Steven Nzonzi"", ""Léo Dubois"", ""Sacha Boey"", ""Bafétimbi Gomis"", ""Cédric Carrasso"", ""Lionel Carole""]"
155,Galatasaray,2,4,Medium,Belgium,4,"[""Dries Mertens"", ""Michy Batshuayi"", ""Jason Denayer""]","[""Dries Mertens"", ""Michy Batshuayi"", ""Jason Denayer"", ""Luis Pedro Cavanda""]"
155,Galatasaray,3,4,Hard,Uruguay,3,"[""Fernando Muslera"", ""Lucas Torreira"", ""Marcelo Saracchi""]","[""Fernando Muslera"", ""Lucas Torreira"", ""Marcelo Saracchi""]"
155,Galatasaray,4,4,The Unicorn,Kosovo,1,"[""Milot Rashica""]","[""Milot Rashica""]"
156,Celtic,1,4,Easy,Scotland,101,"[""Kenny Dalglish"", ""Craig Gordon"", ""Kieran Tierney""]","[""Kenny Dalglish"", ""Craig Gordon"", ""Kieran Tierney"", ""Ryan Christie"", ""Callum McGregor"", ""Stuart Armstrong"", ""Jack Hendry"", ""James Forrest"", ""Anthony Ralston"", ""Oliver Burke"", ""Greg Taylor"", ""John Kennedy"", ""Lewis Morgan"", ""Liam Henderson"", ""Stephen Welsh"", ""Stephen McManus"", ""Kenny Miller"", ""Scott Brown"", ""David Turnbull"", ""Colby Donovan"", ""Marcus Fraser"", ""Gary Caldwell"", ""Scott Bain"", ""Barry Robson"", ""Dane Murray"", ""James Scott"", ""Kris Commons"", ""Charlie Mulgrew"", ""Adam Montgomery"", ""Mitchel Frame"", ""Ethan Ross"", ""Jamie Smith"", ""David Marshall"", ""Rab Douglas"", ""Leigh Griffiths"", ""Daniel Cummings"", ""Gary Mackay-Steven"", ""Luke McCowan"", ""Tony Watt"", ""Ross Wallace"", ""Craig Beattie"", ""Mark Wilson"", ""Stuart Findlay"", ""Stephen Pearson"", ""Ewan Henderson"", ""Calvin Miller"", ""Scott Robertson"", ""Jamie McCart"", ""Ross Doohan"", ""Sean Mackie"", ""Jim O'Brien"", ""Paul McGowan"", ""Scott Allan"", ""Ethan Erhahon"", ""Jamie Lindsay"", ""Daniel Kelly"", ""Paul McMullan"", ""Mark Fotheringham"", ""Kevin McBride"", ""Mark Brown"", ""Barry Smith"", ""Gary Irvine"", ""Paul Lawson"", ""Michael Gardyne"", ""Dean Campbell"", ""Dylan McGeouch"", ""Callumn Morrison"", ""Ryan Conroy"", ""Joe Chalmers"", ""James Keatings"", ""Mark Millar"", ""Lewis Toshney"", ""Kerr McInroy"", ""Joe Thomson"", ""Paul Slane"", ""Ben Summers"", ""Sam Wardrop"", ""Jack Aitchison"", ""Simon Ferry"", ""Jude Bonnar"", ""John Herron"", ""Mark Burchill"", ""Gerry Britton"", ""John Hughes"", ""Scott Cuthbert"", ""Paul Hartley"", ""Steve Fulton"", ""Paul Lambert"", ""Alan Reid"", ""Tom Boyd"", ""Jon-Paul McGovern"", ""John Paul McBride"", ""Stephen Crainey"", ""Derek Riordan"", ""Paul Shields"", ""Paul Caddis"", ""Derek Whyte"", ""Jackie McNamara"", ""Simon Donnelly"", ""Gary Holt"", ""Malky Mackay""]"
156,Celtic,2,4,Medium,Australia,7,"[""Mark Viduka"", ""Jackson Irvine"", ""Aaron Mooy""]","[""Mark Viduka"", ""Jackson Irvine"", ""Aaron Mooy"", ""Daniel Arzani"", ""Marco Tilio"", ""Tom Rogic"", ""Nick Feely""]"
156,Celtic,3,4,Hard,Nigeria,3,"[""Kelechi Iheanacho"", ""Efe Ambrose"", ""Ibrahim Rabiu""]","[""Kelechi Iheanacho"", ""Efe Ambrose"", ""Ibrahim Rabiu""]"
156,Celtic,4,4,The Unicorn,Kenya,1,"[""Victor Wanyama""]","[""Victor Wanyama""]"
157,Real Madrid,1,4,Easy,France,13,"[""Kylian Mbappé"", ""Raphaël Varane"", ""Zinedine Zidane""]","[""Kylian Mbappé"", ""Raphaël Varane"", ""Zinedine Zidane"", ""Karim Benzema"", ""Aurélien Tchouaméni"", ""Eduardo Camavinga"", ""Theo Hernández"", ""Nicolas Anelka"", ""Claude Makélélé"", ""Ferland Mendy"", ""Lassana Diarra"", ""Alphonse Areola"", ""Enzo Zidane""]"
157,Real Madrid,2,4,Medium,Mexico,4,"[""Chicharito"", ""Javier Hernández"", ""Hugo Sánchez""]","[""Chicharito"", ""Javier Hernández"", ""Hugo Sánchez"", ""Álvaro Fidalgo""]"
157,Real Madrid,3,4,Hard,Belgium,2,"[""Thibaut Courtois"", ""Eden Hazard""]","[""Thibaut Courtois"", ""Eden Hazard""]"
157,Real Madrid,4,4,The Unicorn,Serbia,3,"[""Luka Jović"", ""Dejan Petkovic"", ""Perica Ognjenovic""]","[""Luka Jović"", ""Dejan Petkovic"", ""Perica Ognjenovic""]"
158,Manchester United,1,4,Easy,England,116,"[""Marcus Rashford"", ""Jadon Sancho"", ""Harry Maguire""]","[""Marcus Rashford"", ""Jadon Sancho"", ""Harry Maguire"", ""David Beckham"", ""Wayne Rooney"", ""Mason Mount"", ""Andy Cole"", ""Rio Ferdinand"", ""Teddy Sheringham"", ""Michael Carrick"", ""Gary Neville"", ""Paul Scholes"", ""Michael Owen"", ""Kobbie Mainoo"", ""Luke Shaw"", ""Jesse Lingard"", ""Ashley Young"", ""Danny Welbeck"", ""Mason Greenwood"", ""Chris Smalling"", ""James Garner"", ""Michael Keane"", ""Ayden Heaven"", ""Dean Henderson"", ""Angel Gomes"", ""Jack Butland"", ""Phil Jones"", ""Danny Drinkwater"", ""Sam Johnstone"", ""Tom Cleverley"", ""Teden Mengi"", ""Brandon Williams"", ""Ryan Tunnicliffe"", ""Harry Amass"", ""Tom Heaton"", ""Wes Brown"", ""Kieran Richardson"", ""James Wilson"", ""Toby Collyer"", ""Ethan Laird"", ""Shola Shoretire"", ""Ashley Westwood"", ""Phil Neville"", ""Ben Foster"", ""Chris Eagles"", ""Bendito Mantato"", ""Nick Powell"", ""Jack Fletcher"", ""Tyler Fredricson"", ""Omari Forson"", ""Di'Shon Bernard"", ""Zeki Fryers"", ""Ethan Wheatley"", ""Cameron Borthwick-Jackson"", ""Dan Gore"", ""Matty James"", ""David Fox"", ""Tyler Blackett"", ""Shea Lacey"", ""Mark Wilson"", ""Luke Steele"", ""Alan Tate"", ""Lee Grant"", ""Ben Amos"", ""Josh Harrop"", ""Mike Pollitt"", ""Will Fish"", ""James Weir"", ""Adam Eckersley"", ""Ben Williams"", ""D'Mani Mellor"", ""Scott Wootton"", ""Larnell Cole"", ""Tom Thorpe"", ""Charlie McNeill"", ""Joe Riley"", ""Michael Lea"", ""Kevin Pilkington"", ""Danny Webber"", ""David Brown"", ""Lee Roche"", ""Danny Pugh"", ""Les Sealey"", ""Lee Martin"", ""Neil Wood"", ""Phil Marsh"", ""Alan Smith"", ""Michael Appleton"", ""Michael Clegg"", ""Richard Eckersley"", ""Ashley Dodd"", ""Jimmy Davis"", ""Fraser Digby"", ""Jonathan Greening"", ""Nicky Butt"", ""Neil Mustoe"", ""Oliver Gill"", ""Daniel Gore"", ""Sam Hewson"", ""Ritchie Jones"", ""Mark Howard"", ""Andy Duncan"", ""Michael Barnes"", ""Michael Twiss"", ""Luke Chadwick"", ""Stuart Brightwell"", ""Mark Robins"", ""Dion Dublin"", ""Kieran Lee"", ""Terry Cooke"", ""David May"", ""Nick Culkin"", ""Mark Lynch"", ""Ben Muirhead"", ""Ronnie Wallwork"", ""John Curtis""]"
158,Manchester United,2,4,Medium,Scotland,7,"[""Scott McTominay"", ""Darren Fletcher"", ""Tyler Fletcher""]","[""Scott McTominay"", ""Darren Fletcher"", ""Tyler Fletcher"", ""Donald Love"", ""David Gray"", ""Michael Stewart"", ""Andy Goram""]"
158,Manchester United,3,4,Hard,Mexico,2,"[""Chicharito"", ""Javier Hernández""]","[""Chicharito"", ""Javier Hernández""]"
158,Manchester United,4,4,The Unicorn,Slovenia,1,"[""Benjamin Sesko""]","[""Benjamin Sesko""]"
159,AC Milan,1,4,Easy,Netherlands,13,"[""Tijjani Reijnders"", ""Frank Rijkaard"", ""Clarence Seedorf""]","[""Tijjani Reijnders"", ""Frank Rijkaard"", ""Clarence Seedorf"", ""Ruud Gullit"", ""Klaas-Jan Huntelaar"", ""Edgar Davids"", ""Marco van Basten"", ""Patrick Kluivert"", ""Jaap Stam"", ""Mark van Bommel"", ""Nigel de Jong"", ""Marco van Ginkel"", ""Urby Emanuelson""]"
159,AC Milan,2,4,Medium,Germany,5,"[""Jens Lehmann"", ""Oliver Bierhoff"", ""Malick Thiaw""]","[""Jens Lehmann"", ""Oliver Bierhoff"", ""Malick Thiaw"", ""Niclas Füllkrug"", ""David Odogu""]"
159,AC Milan,3,4,Hard,Serbia,4,"[""Luka Jović"", ""Strahinja Pavlović"", ""Jan-Carlo Simić""]","[""Luka Jović"", ""Strahinja Pavlović"", ""Jan-Carlo Simić"", ""Marko Lazetić""]"
159,AC Milan,4,4,The Unicorn,Mexico,1,"[""Santiago Gimenez""]","[""Santiago Gimenez""]"
160,Borussia Dortmund,1,4,Easy,Germany,95,"[""Mats Hummels"", ""İlkay Gündoğan"", ""Mario Götze""]","[""Mats Hummels"", ""İlkay Gündoğan"", ""Mario Götze"", ""Niklas Süle"", ""Jens Lehmann"", ""Marcel Schmelzer"", ""Marco Reus"", ""Sven Bender"", ""Sebastian Kehl"", ""Andreas Möller"", ""Neven Subotic"", ""Stefan Reuter"", ""Roman Weidenfeller"", ""Jürgen Kohler"", ""Lars Ricken"", ""Karl-Heinz Riedle"", ""Matthias Sammer"", ""Julian Brandt"", ""Emre Can"", ""Matthias Ginter"", ""Nico Schlotterbeck"", ""Karim Adeyemi"", ""Felix Nmecha"", ""Maximilian Beier"", ""Ansgar Knauff"", ""Jonas Hofmann"", ""Niclas Füllkrug"", ""Waldemar Anton"", ""Julian Weigl"", ""Youssoufa Moukoko"", ""Pascal Groß"", ""André Schürrle"", ""Maximilian Philipp"", ""Leonardo Bittencourt"", ""Nico Schulz"", ""Jeremy Toljan"", ""Diant Ramaj"", ""Tom Rothe"", ""Niklas Beste"", ""Gonzalo Castro"", ""Marius Wolf"", ""Pascal Stenzel"", ""Daniel Ginczek"", ""Marvin Ducksch"", ""Sebastian Rode"", ""Kevin Großkreutz"", ""Justin Njinmah"", ""Hendry Blank"", ""Koray Günter"", ""Julian Schieber"", ""Felix Passlack"", ""Ole Pohlmann"", ""Kjell Wätjen"", ""Erik Durm"", ""Samuel Bamba"", ""Manuel Friedrich"", ""Moritz Leitner"", ""Almugera Kabar"", ""David Odonkor"", ""Marco Stiepermann"", ""Steffen Tigges"", ""Marcel Lotka"", ""Antonios Papadopoulos"", ""Markus Feulner"", ""Martin Amedick"", ""Yannik Lührs"", ""Marvin Bakalorz"", ""Jeremy Dudziak"", ""Uwe Hünemeier"", ""Chris Löwe"", ""Lasse Sobiech"", ""Oliver Kirch"", ""Julian Koch"", ""Tobias Raschl"", ""Luca Unbehaun"", ""Marc Ziegler"", ""Patrick Drewes"", ""Lukas Kruse"", ""Alexander Meyer"", ""Eric Oelschlägel"", ""Marc Hornschuh"", ""Lion Semic"", ""Hendrik Bonmann"", ""Tim Dierßen"", ""Christian Timm"", ""Thomas Hengen"", ""Malte Metzelder"", ""Marc-André Kruska"", ""René Schneider"", ""Torsten Frings"", ""Alexander Bade"", ""Carsten Wolters"", ""Martin Driller"", ""Stefan Klos"", ""Markus Brzenska""]"
160,Borussia Dortmund,2,4,Medium,United States,6,"[""Christian Pulisic"", ""Giovanni Reyna"", ""Cole Campbell""]","[""Christian Pulisic"", ""Giovanni Reyna"", ""Cole Campbell"", ""Joe Gyau"", ""Mathis Albert"", ""Conor Casey""]"
160,Borussia Dortmund,3,4,Hard,Sweden,2,"[""Alexander Isak"", ""Daniel Svensson""]","[""Alexander Isak"", ""Daniel Svensson""]"
160,Borussia Dortmund,4,4,The Unicorn,Algeria,1,"[""Ramy Bensebaini""]","[""Ramy Bensebaini""]"
161,Monaco,1,4,Easy,Italy,12,"[""Christian Vieri"", ""Christian Panucci"", ""Stephan El Shaarawy""]","[""Christian Vieri"", ""Christian Panucci"", ""Stephan El Shaarawy"", ""Vito Mannone"", ""Pietro Pellegri"", ""Antonio Barreca"", ""Morgan De Sanctis"", ""Andrea Raggi"", ""Flavio Roma"", ""Gaetano Monachello"", ""Elia Legati"", ""Marco Di Vaio""]"
161,Monaco,2,4,Medium,Ivory Coast,7,"[""Yaya Touré"", ""Wilfried Singo"", ""Simon Adingra""]","[""Yaya Touré"", ""Wilfried Singo"", ""Simon Adingra"", ""Jean-Eudes Aholou"", ""Lacina Traore"", ""Jean-Jacques Gosso"", ""Igor Lolo""]"
161,Monaco,3,4,Hard,Croatia,4,"[""Mario Pašalić"", ""Danijel Subasic"", ""Nikola Pokrivac""]","[""Mario Pašalić"", ""Danijel Subasic"", ""Nikola Pokrivac"", ""Dario Simic""]"
161,Monaco,4,4,The Unicorn,Bulgaria,1,"[""Dimitar Berbatov""]","[""Dimitar Berbatov""]"
162,PSV Eindhoven,1,4,Easy,Netherlands,111,"[""Memphis Depay"", ""Georginio Wijnaldum"", ""Cody Gakpo""]","[""Memphis Depay"", ""Georginio Wijnaldum"", ""Cody Gakpo"", ""Ryan Gravenberch"", ""Xavi Simons"", ""Denzel Dumfries"", ""Donyell Malen"", ""Jaap Stam"", ""Klaas-Jan Huntelaar"", ""Ronald Koeman"", ""Patrick Kluivert"", ""Mark van Bommel"", ""Ruud van Nistelrooy"", ""Andy van der Meyde"", ""Ruud Gullit"", ""Boudewijn Zenden"", ""Phillip Cocu"", ""Arjen Robben"", ""Steven Bergwijn"", ""Joey Veerman"", ""Jerdy Schouten"", ""Luuk de Jong"", ""Noa Lang"", ""Ryan Flamingo"", ""Jetro Willems"", ""Tyrell Malacia"", ""Patrick van Aanholt"", ""Kevin Strootman"", ""Ruben van Bommel"", ""Jeroen Zoet"", ""Guus Til"", ""Jordan Teze"", ""Myron Boadu"", ""Marco van Ginkel"", ""Sam Lammers"", ""Rick Karsdorp"", ""Davy Pröpper"", ""Karim Rekik"", ""Ibrahim Afellay"", ""Adam Maher"", ""Anwar El Ghazi"", ""Ki-Jana Hoever"", ""Joël van den Berg"", ""Jeremain Lens"", ""Isaac Babadi"", ""Stijn Schaars"", ""Jeffrey Bruma"", ""Jorrit Hendrix"", ""Siem de Jong"", ""Emmanuel van de Blaak"", ""Jim Koller"", ""Luciano Narsingh"", ""Nick Viergever"", ""Erik Pieters"", ""Bart Ramselaar"", ""Danny Koevermans"", ""Orlando Engelaar"", ""Otman Bakkal"", ""Wilfred Bouma"", ""Wessel Kuhn"", ""Michael Bresser"", ""Jordy de Wijs"", ""Derrick Luckassen"", ""Joël Drommel"", ""Nick Olij"", ""Tygo Land"", ""Remko Pasveer"", ""Robbin Ruiter"", ""Hidde Jurjus"", ""Boy Waterman"", ""Theo Lucius"", ""Menno Koch"", ""Rob Wielaert"", ""Niek Schiks"", ""Remco van der Schaaf"", ""Rens van Eijden"", ""Fabian Merién"", ""Tim Janssen"", ""Yanick van Osch"", ""Jelle ten Rouwelaar"", ""Rai Vloet"", ""Stef Nijland"", ""Jason van Duiven"", ""Gino Coutinho"", ""Peter van Ooijen"", ""Dirk Abels"", ""Jesper Uneken"", ""Luuk Koopmans"", ""Nigel Bertrams"", ""Robert van Boxel"", ""Danny Wintjens"", ""Fodé Fofana"", ""Rik Schouw"", ""Frank Kooiman"", ""Chris van der Weerden"", ""Jan Kromkamp"", ""Jan Willem van Ede"", ""Boudewijn Pahlplatz"", ""Martijn Besselink"", ""Ruud Swinkels"", ""Arnold Bruggink"", ""André Ooijer"", ""Tom van der Leegte"", ""Edwin Hermans"", ""Patrick Paauwe"", ""Mike Zonneveld"", ""Arthur Numan"", ""Björn van der Doelen"", ""Gerald Sibon"", ""Edwin Zoetebier"", ""Jan Vennegoor of Hesselink""]"
162,PSV Eindhoven,2,4,Medium,Morocco,7,"[""Ismael Saibari"", ""Nordin Amrabat"", ""Zakaria Aboukhlal""]","[""Ismael Saibari"", ""Nordin Amrabat"", ""Zakaria Aboukhlal"", ""Anass Salah-Eddine"", ""Mohamed Ihattaren"", ""Couhaib Driouech"", ""Zakaria Labyad""]"
162,PSV Eindhoven,3,4,Hard,Australia,3,"[""Aziz Behich"", ""Trent Sainsbury"", ""Nathan Coe""]","[""Aziz Behich"", ""Trent Sainsbury"", ""Nathan Coe""]"
162,PSV Eindhoven,4,4,The Unicorn,Colombia,1,"[""Santiago Arias""]","[""Santiago Arias""]"
163,Porto,1,4,Easy,Brazil,48,"[""Casemiro"", ""Thiago Silva"", ""Éder Militão""]","[""Casemiro"", ""Thiago Silva"", ""Éder Militão"", ""Hulk"", ""Diego"", ""Pepê"", ""Danilo"", ""Derlei"", ""Alex Sandro"", ""Maicon"", ""João Pedro"", ""Otávio"", ""Alex Telles"", ""Felipe Anderson"", ""Evanilson"", ""Paulinho"", ""Wendel"", ""Felipe"", ""Anderson"", ""Wendell"", ""Galeno"", ""William Gomes"", ""Fernando"", ""Gabriel Veron"", ""Souza"", ""Jorge"", ""Eduardo"", ""Tiquinho Soares"", ""Edgar Bruno"", ""Esquerdinha"", ""Helton"", ""Pedro Lima"", ""Ewerton"", ""Ibson"", ""Kelvin"", ""Kleber"", ""Sebá"", ""Carlos Alberto"", ""Evandro"", ""Fernando Andrade"", ""Walter"", ""Samuel Portugal"", ""Lino"", ""Vaná Alves"", ""Inácio"", ""David Lopes"", ""Edson Henrique"", ""Testinha""]"
163,Porto,2,4,Medium,France,4,"[""Eliaquim Mangala"", ""Malang Sarr"", ""Yann Karamoh""]","[""Eliaquim Mangala"", ""Malang Sarr"", ""Yann Karamoh"", ""Aly Cissokho""]"
163,Porto,3,4,Hard,Poland,5,"[""Jan Bednarek"", ""Jakub Kiwior"", ""Oskar Pietuszewski""]","[""Jan Bednarek"", ""Jakub Kiwior"", ""Oskar Pietuszewski"", ""Pawel Kieszek"", ""Przemyslaw Kazmierczak""]"
163,Porto,4,4,The Unicorn,Serbia,3,"[""Marko Grujić"", ""Milan Stepanov"", ""Marko Pavlovski""]","[""Marko Grujić"", ""Milan Stepanov"", ""Marko Pavlovski""]"
164,Fenerbahce,1,4,Easy,Netherlands,8,"[""Gregory van der Wiel"", ""Dirk Kuyt"", ""Robin van Persie""]","[""Gregory van der Wiel"", ""Dirk Kuyt"", ""Robin van Persie"", ""Pierre van Hooijdonk"", ""Vincent Janssen"", ""Jayden Oosterwolde"", ""Jeremain Lens"", ""Anthony Musaba""]"
164,Fenerbahce,2,4,Medium,Spain,4,"[""Marco Asensio"", ""Roberto Soldado"", ""Dani Güiza""]","[""Marco Asensio"", ""Roberto Soldado"", ""Dani Güiza"", ""Josico""]"
164,Fenerbahce,3,4,Hard,Algeria,2,"[""Islam Slimani"", ""Yassine Benzia""]","[""Islam Slimani"", ""Yassine Benzia""]"
164,Fenerbahce,4,4,The Unicorn,Ecuador,1,"[""Enner Valencia""]","[""Enner Valencia""]"
165,Atletico Madrid,1,4,Easy,Argentina,22,"[""Julián Alvarez"", ""Rodrigo De Paul"", ""Nahuel Molina""]","[""Julián Alvarez"", ""Rodrigo De Paul"", ""Nahuel Molina"", ""Diego Simeone"", ""Sergio Agüero"", ""Nico González"", ""Éver Banega"", ""Ángel Correa"", ""Giuliano Simeone"", ""Thiago Almada"", ""Eduardo Salvio"", ""Nico Gaitán"", ""José Sosa"", ""Juan Musso"", ""Luciano Vietto"", ""Matías Kranevitter"", ""Nehuén Pérez"", ""Emiliano Insúa"", ""Augusto Fernández"", ""Nicolás Ibáñez"", ""Cata Díaz"", ""Axel Werner""]"
165,Atletico Madrid,2,4,Medium,Croatia,4,"[""Mario Mandžukić"", ""Sime Vrsaljko"", ""Nikola Kalinic""]","[""Mario Mandžukić"", ""Sime Vrsaljko"", ""Nikola Kalinic"", ""Ivo Grbic""]"
165,Atletico Madrid,3,4,Hard,Turkey,3,"[""Çağlar Söyüncü"", ""Arda Turan"", ""Emre Belözoglu""]","[""Çağlar Söyüncü"", ""Arda Turan"", ""Emre Belözoglu""]"
165,Atletico Madrid,4,4,The Unicorn,Norway,1,"[""Alexander Sørloth""]","[""Alexander Sørloth""]"
166,Liverpool,1,4,Easy,Wales,14,"[""Ian Rush"", ""Joe Allen"", ""Harry Wilson""]","[""Ian Rush"", ""Joe Allen"", ""Harry Wilson"", ""Neco Williams"", ""Danny Ward"", ""Lewis Koumas"", ""Craig Bellamy"", ""Ben Woodburn"", ""Owen Beck"", ""Morgan Boyes"", ""Lee Jones"", ""Paul Jones"", ""Jason Wyn-Jones"", ""Gareth Roberts""]"
166,Liverpool,2,4,Medium,Portugal,6,"[""Diogo Jota"", ""Fábio Carvalho"", ""Raúl Meireles""]","[""Diogo Jota"", ""Fábio Carvalho"", ""Raúl Meireles"", ""Rafael Camacho"", ""Tiago Ilori"", ""João Carlos Teixeira""]"
166,Liverpool,3,4,Hard,Uruguay,46,"[""Luis Suárez"", ""Darwin Núñez"", ""Sebastián Coates""]","[""Luis Suárez"", ""Darwin Núñez"", ""Sebastián Coates"", ""Carlos Bueno"", ""Nicolás de la Cruz"", ""Sebastián Cáceres"", ""Rodrigo Aguirre"", ""Nicolás Acevedo"", ""Abel Hernández"", ""Thiago Vecino"", ""Luis Aguiar"", ""Diego García"", ""Diego Ferreira"", ""Martín Fernández"", ""Jhonatan Candia"", ""Adrián Balboa"", ""Martín Rea"", ""Gustavo Viera"", ""Franco Nicola"", ""Mathías Acuña"", ""Matías De los Santos"", ""Martín Alaníz"", ""Rodrigo Lemos"", ""Christian Tabó"", ""Pablo Siles"", ""Ayrton Cougo"", ""Agustín Peña"", ""Matías Ocampo"", ""Manuel Castro"", ""Martín Rabuñal"", ""Renato César"", ""Johnatan Blanes"", ""Juan Toya"", ""Diego Vera"", ""Andrés Rodales"", ""Gonzalo Carneiro"", ""Agustín González"", ""Maximiliano Montero"", ""Facundo Núñez"", ""Maicol Cabrera"", ""Jonathan Barboza"", ""Christian Almeida"", ""Joe Bizera"", ""Diego Guastavino"", ""Gonzalo Freitas"", ""Gastón Filgueira""]"
